title;rating
MG tem quase 2 mil pessoas à espera de leitos, diz governador;verdadeiro
OMS diz que precisa de mais do que comunicados à imprensa para avaliar candidatas a vacina;verdadeiro
MPRJ questiona critérios usados por Niterói para permitir afrouxamento de medidas restritivas;verdadeiro
Brasil tem 23 milhões de vacinados com 1ª dose, 10,9% da população;verdadeiro
Sirius faz primeiras imagens do coronavírus e reforça ciência no combate à doença;verdadeiro
Ministério divulga protocolo que libera no SUS uso de cloroquina até em casos leves de Covid-19;verdadeiro
Drone mostra fila enorme por máscaras na Coreia do Sul;verdadeiro
Cidade do México reduz restrições devido ao declínio dos casos de covid;verdadeiro
EUA registram mais de 63 mil novos casos de coronavírus em 24 horas;verdadeiro
Prefeito que sobreviveu ao coronavírus perde pai, mãe e irmão em 20 dias;verdadeiro
Covid-19: Americana registra mais oito moradores infectados e total aumenta para 49;verdadeiro
Netinho, baterista da banda 'Os Incríveis', tem alta de hospital de SP após se curar da Covid-19;verdadeiro
Coronavírus: Sumaré registra novo caso confirmado e total aumenta para 35;verdadeiro
RS: Três pacientes nebulizados com hidroxicloroquina morrem, hospital apura;verdadeiro
Ministério da Saúde abre edital para comprar hidroxicloroquina;verdadeiro
Obesidade é um grande fator de risco para o novo coronavírus;verdadeiro
Risco da Covid-19 para gestantes ainda não é claro;verdadeiro
Trump diz que cogita banir viagens do Brasil aos EUA por causa de coronavírus;verdadeiro
Novos casos de Covid-19 no mundo caem 16% na segunda semana de fevereiro, aponta OMS;verdadeiro
O efeito do novo coronavírus coronavírus nos pulmões;verdadeiro
Novartis diz que medicamento em estudo não é eficaz contra covid-19;verdadeiro
Por que ter planos regionais de vacinação é uma má ideia para o Brasil;verdadeiro
Curado da Covid-19, idoso de 93 anos deixa hospital sob aplausos na Serra, no ES;verdadeiro
Agência reguladora europeia começa a avaliar vacina Sputnik V contra covid;verdadeiro
Presidente interina da Bolívia está com Covid-19;verdadeiro
Regulador europeu começa a avaliar vacina russa Sputnik V contra covid-19;verdadeiro
‘Quando entrei no hospital, achei que tinha acabado’, diz motorista curado da Covid-19 no AP;verdadeiro
Associações médicas publicam documento contra o uso de remédio para malária no tratamento de Covid-19;verdadeiro
Paciente internada com Covid-19 é surpreendida com pedido de casamento na saída do hospital, VÍDEO;verdadeiro
OMS diz estar perto de acordo com Pfizer para garantir vacina a países mais pobres;verdadeiro
Prefeito de Araraquara cita perigo de nova cepa e pede pressa na vacinação;verdadeiro
É preciso cobrar do governo federal postura sobre outras vacinas, diz Doria;verdadeiro
Mais de 760 cidades têm fila de pessoas com covid-19 à espera de UTIs;verdadeiro
A polêmica sobre o tratamento precoce para a Covid-19, criticado por entidades médicas;verdadeiro
Quem está com Covid pode se vacinar?;verdadeiro
Joe Biden pede manutenção de medidas sanitárias contra a pandemia;verdadeiro
'Sair da China por causa de epidemia seria desistir de um sonho': o brasileiro que decidiu ficar em Wuhan apesar de surto de coronavírus;verdadeiro
Aviões da FAB levarão vacinas contra o coronavírus para 11 capitais;verdadeiro
Cientistas questionam resultados do estudo sobre vacina russa na Lancet;verdadeiro
Plano de vacinação deve ficar pronto em 10 dias, diz diretor de imunização;verdadeiro
Coronavírus: obesidade e diabetes causaram dois terços das internações;verdadeiro
Demora da vacina é maior erro político de Bolsonaro, diz Maia;verdadeiro
Brasileira que vive em Shenzhen mostra como coronavírus altera rotina na cidade chinesa;verdadeiro
Mulher de Eduardo Bolsonaro diz que errou ao criticar movimento antivacina;verdadeiro
Brasil terá Natal com menos importados em mais de uma década;verdadeiro
Após bronca de Leifert sobre pandemia, Sarah muda e pede 'fiquem em casa';verdadeiro
Trump diz que primeiras doses de vacina serão dadas em menos de 24 horas;verdadeiro
Vacina da Pfizer conseguiu neutralizar três variantes do coronavírus em laboratório, aponta estudo;verdadeiro
Pacientes internados com Covid se casam em hospital na Espanha;verdadeiro
Na CPI, Queiroga infla índice de vacinados com duas doses no Brasil;verdadeiro
Fiocruz faz primeira necropsia minimamente invasiva de paciente de covid-19;verdadeiro
Coronavírus: o que é a vitamina K e o que as pesquisas dizem de seu efeito contra Covid-19;verdadeiro
Estudo: dose única de vacina reduziu internação de idosos por covid em 70%;verdadeiro
Covid-19: 'Em meio à desconfiança, precisamos ser transparentes e honestos sobre as vacinas', diz especialista em imunização dos Estados Unidos;verdadeiro
O fim da obsessão de Trump pela cloroquina;verdadeiro
Governador de Alagoas testa positivo para novo coronavírus;verdadeiro
Hospital da Lapa deixa infectados com covid por horas com idosos e crianças;verdadeiro
Com 4,2 milhões, Índia ultrapassa o Brasil em casos de coronavírus;verdadeiro
Um terço dos pacientes com câncer internados com Covid-19 morreram, diz estudo do Inca;verdadeiro
Anvisa aprova uso emergencial das vacinas CoronaVac e AstraZeneca no Brasil;verdadeiro
Praias continuam lotadas no Rio no segundo dia do fim de semana prolongado;verdadeiro
Reino Unido tem salto em casos de Covid-19 e governo se diz preocupado;verdadeiro
'Uma não é suficiente': México busca sua própria vacina contra coronavírus;verdadeiro
Brasil registra 619 óbitos por Covid-19 em 24 horas e passa de 121 mil;verdadeiro
Ônibus só vão aceitar passageiros que estiverem usando máscara durante quarentena;verdadeiro
Governos precisam ter mensagem coerente no combate à pandemia, diz OMS;verdadeiro
EUA sugerem que governo chinês sabia sobre os casos de coronavírus no país 1 mês antes do anúncio oficial;verdadeiro
"Covas quer ""prova"" no começo do ano para avaliar alunos pós-quarentena";verdadeiro
Trump tentará adiar eleição presidencial, diz Biden;verdadeiro
Bolsonaro admite que recuperação econômica não será rápida;verdadeiro
Casos de coronavírus no Rio Grande do Sul em 31 de março;verdadeiro
Coronavírus: como Londres conseguiu zerar as mortes por Covid-19;verdadeiro
Coronavírus: Índia passa a barreira de 4 milhões de casos;verdadeiro
Hidroxicloroquina não é eficiente em pacientes leves a moderados, mostra estudo chinês;verdadeiro
Premiê da Grécia pede que ministros e deputados cedam metade de seus salários para combater a pandemia;verdadeiro
Jundiaí confirma 11ª morte por coronavírus;verdadeiro
EUA aprovam uso de tratamento da Regeneron contra covid-19;verdadeiro
Pela terceira vez, Bolsonaro participa de aglomeração em SC;verdadeiro
Bolsonaro critica foco em vacinas e diz que pandemia é usada politicamente;verdadeiro
Doria faz apelo contra aglomerações no feriado prolongado em SP;verdadeiro
Trump anuncia liberação de uso de plasma em tratamento contra Covid-19 nos EUA;verdadeiro
Covid: Entidades médicas pedem suspensão do uso da cloroquina e ivermectina;verdadeiro
Monja Coen: 'Não adianta querer que as coisas sejam como antes, a Terra não volta para trás';verdadeiro
Teich diz que governo deveria se planejar sobre vacinas: 'falar é pouco';verdadeiro
EUA vão contribuir para vacinação de palestinos contra Covid-19;verdadeiro
Missão médica chinesa chega à Venezuela para combater coronavírus;verdadeiro
Coronavírus: quais são as maiores causas de morte no Brasil e no mundo e como se comparam com a Covid-19;verdadeiro
Médico do AM reage a Bolsonaro: 'todos os pacientes receberam tratamento precoce';verdadeiro
Curada da Covid-19, idosa de 90 anos é aplaudida ao deixar hospital do interior de SP;verdadeiro
Espanha registra quase 9 mil novos casos de infecção pelo novo coronavírus;verdadeiro
Itália registra maior número de novas infecções por Covid-19 desde maio;verdadeiro
'Não há preocupação com vacina', diz brasileira imunizada em Londres;verdadeiro
Reino Unido desaconselha vacina da AstraZeneca para menores de 30 anos;verdadeiro
Coronavírus pode se manifestar primeiro no sistema digestivo em crianças, alerta artigo;verdadeiro
OMS prevê entrega de vacinas contra covid-19 aos países mais pobres neste trimestre;verdadeiro
Brasil registra 1.131 novos óbitos e tem 15 estados com alta na média;verdadeiro
Fevereiro se torna 2º mês mais letal em toda a pandemia no Brasil;verdadeiro
Casos de coronavírus no Rio Grande do Sul em 30 de março;verdadeiro
Presidente eleito dos EUA, Joe Biden, anuncia amplo plano de vacinação;verdadeiro
Vacina contra o coronavírus será obrigatória na Austrália;verdadeiro
Três idosos de asilo de Dom Pedrito recebem alta de hospital após se recuperar da Covid-19;verdadeiro
Deputada estadual Cida Ramos recebe alta médica após tratamento contra Covid-19;verdadeiro
Covid-19: Santa Catarina tem apenas cinco leitos de UTI adulto disponíveis;verdadeiro
Maior fabricante de vacinas anticovid do mundo precisa de ajuda financeira do governo indiano;verdadeiro
'Aqui é ciência', diz Mandetta após pergunta sobre tratamento precoce;verdadeiro
Sem novas doses, Rio interrompe temporariamente vacinação contra a covid-19;verdadeiro
Brasil registra 2.331 mortes e 72 mil novos casos de Covid nas últimas 24 horas;verdadeiro
Bem Estar #35: como será o tratamento para a Covid-19?;verdadeiro
Brasil tem mais de 108 mil mortes pelo novo coronavírus, 775 registradas nas últimas 24 horas;verdadeiro
Paciente é condenada por atacar médico que recusou receitar cloroquina;verdadeiro
Número de mortes diárias por covid-19 no Reino Unido cai para 17, o menor em seis meses;verdadeiro
Covid: Estudo belga não prova eficácia da cloroquina no tratamento precoce;verdadeiro
EUA aplicam 100 milhões de doses de vacina e batem meta de Biden com 6 semanas de antecedência;verdadeiro
Jovem de 26 anos que morreu com coronavírus em SP corria maratonas e pais estão com sintomas;verdadeiro
Universidade britânica diz ter criado spray nasal contra o coronavírus;verdadeiro
Doria: Manaus é resultado da política caótica da saúde pública do governo Bolsonaro;verdadeiro
Vacina: Em tom alinhado ao governo, Zema diz que vacinação deve ser federal;verdadeiro
Alagoas confirma novos casos de coronavírus, nº total chega a 17;verdadeiro
Cuba se destaca como o bom aluno na gestão da pandemia e revive o turismo;verdadeiro
Primeiro lote da CoronaVac chega ao Brasil;verdadeiro
Reino Unido chega a 15 milhões de vacinados, em meio a pressão para afrouxar lockdown;verdadeiro
Niterói anuncia testagem em massa contra o coronavírus;verdadeiro
Agência europeia desaconselha ivermectina contra a covid-19;verdadeiro
Coronavírus: os 4 pilares para manter a imunidade em dia;verdadeiro
Alagoas confirma 210 casos e 19 óbitos pelo novo coronavírus;verdadeiro
Sobe para 22 o número de casos do novo coronavírus no Maranhão;verdadeiro
Parlamentares e entidades criticam decretos de arma assinados por Bolsonaro;verdadeiro
Como a Alemanha avança para conter o novo coronavírus e salvar vidas;verdadeiro
Goiás tem 56 casos confirmados e uma morte por coronavírus;verdadeiro
Estudos mostram que cloroquina não tem eficácia no tratamento do coronavírus, entenda as pesquisas;verdadeiro
Presidente da Turquia é vacinado contra covid-19 com CoronaVac;verdadeiro
Governo do Paraná e Rússia vão assinar acordo para fabricação de vacina contra coronavírus;verdadeiro
Uip alerta para aumento de casos: 'população está cansada, o vírus não';verdadeiro
Putin anuncia que Rússia é o 1º país a registrar vacina contra o novo coronavírus, não foram publicados estudos sobre testes;verdadeiro
Indígenas se mobilizam contra notícias falsas sobre covid-19;verdadeiro
Estátuas em Areia, na PB, recebem máscaras de proteção em alusão ao combate ao coronavírus;verdadeiro
Após 7 dias internado com Covid-19, menino de 10 anos recebe alta do hospital em Florianópolis;verdadeiro
Conheça alguns mortos pelo novo coronavírus no RJ;verdadeiro
Contra Covid, governadores defendem pacto entre os três poderes e aceleração da vacinação;verdadeiro
Como os estudos sobre o HIV aceleraram a descoberta da vacina contra a Covid-19;verdadeiro
Nível de alerta para a covid-19 é reduzido na Cidade do México;verdadeiro
Isolamento social contra o coronavírus está dando resultados em São Paulo, diz secretário da Saúde;verdadeiro
Testes apontam que vacina da Pfizer é capaz de neutralizar novas variantes do coronavírus;verdadeiro
Bolsonaro coloca militares na Anvisa para controlar política de vacinas contra coronavírus;verdadeiro
Mãe e filha têm alta de hospital em Teresina depois de tratamento contra Covid-19;verdadeiro
Estudo na Islândia indica eficácia de isolamento, distanciamento social e testagem em massa para conter covid-19;verdadeiro
Doria diz que governo negocia para garantir oxigênio em São Paulo;verdadeiro
MP investiga médico que indicou hidroxicloroquina inalável, paciente morreu;verdadeiro
Chega à Índia ajuda emergencial dos EUA para combate ao coronavírus;verdadeiro
Felipe Naveca, o cientista que desvendou o corona enquanto perdia o pai;verdadeiro
Indiano cria ambulância puxada por moto para socorrer pessoas com covid-19;verdadeiro
Com atraso para buscar vacinas na Índia, imunização deve começar dia 21;verdadeiro
Reino Unido vai oferecer ajuda a trabalhadores autônomos atingidos por pandemia;verdadeiro
Câmara dos EUA aprova pacote de US$ 2,2 tri para aliviar impactos do coronavírus na economia;verdadeiro
Piraju confirma três casos de coronavírus;verdadeiro
Marco do início da vacinação contra covid pelo governo federal deve ocorrer dia 19, diz fonte;verdadeiro
Brasil terá imunidade coletiva ao vacinar 99%, diz microbiologista;verdadeiro
O presidente pediu, o UOL apontou;verdadeiro
Eficácia da ivermectina contra covid-19 não foi provada cientificamente;verdadeiro
Empresa italiana prepara vacina contra variante brasileira do coronavírus;verdadeiro
Queiroga diz que estados receberão novas doses da AstraZeneca em até 48 h;verdadeiro
Parte da Espanha avança na flexibilização do confinamento por causa do coronavírus;verdadeiro
Bolsonaro compartilha vídeo de prefeito que incentiva tratamento precoce;verdadeiro
Conselho de secretários defende que Ministério adquira todas vacinas contra covid;verdadeiro
Ao falar sobre ação contra tratamento precoce, Bolsonaro reclama de politização;verdadeiro
Santa Catarina inicia hoje toque de recolher para conter alta de covid-19;verdadeiro
Turquia começa a aplicar CoronaVac em profissionais de saúde;verdadeiro
Senado argentino cria imposto sobre grandes fortunas para combater pandemia;verdadeiro
Aumenta para 14 o número de casos registrados do novo coronavírus no MA;verdadeiro
Rússia anuncia vacinação em massa contra o coronavírus para outubro;verdadeiro
Coronavírus: Variantes são 'ameaça real' contra avanços produzidos por vacinas, diz governo dos EUA;verdadeiro
Prefeitura muda classificação e contabiliza 4,4 mil casos 'prováveis' de coronavírus no Rio;verdadeiro
Máscaras, cloroquina, correção: o que idas e vindas na pandemia ensinam sobre a ciência;verdadeiro
Morcegos têm outros coronavírus que podem infectar humanos, alerta chinesa;verdadeiro
Vacinas evitam 80% das internações de idosos mesmo após só uma dose, diz agência do Reino Unido;verdadeiro
Hospital para pacientes com Covid-19 pega fogo na Rússia;verdadeiro
Anvisa promete liberar vacina da Pfizer em menos de 2 meses;verdadeiro
Coronavírus: mundo chega a 11 mil mortes diárias pela primeira vez desde o início da pandemia;verdadeiro
Veja os 5 bairros de SP com maior e menor adesão ao isolamento social por causa da pandemia de coronavírus;verdadeiro
Prefeita eleita de Santo Antônio das Missões (RS) morre por covid-19;verdadeiro
Estado de SP começa a vacinar idosos de 63 anos contra a covid-19;verdadeiro
Brasil registra 1.283 novos óbitos e tem 11 estados com alta na média;verdadeiro
Brasil registra 732 mortes por Covid-19 nas últimas 24 horas e chega a 141.441 vítimas;verdadeiro
Paraná proíbe eventos com mais de 10 pessoas para conter avanço da covid-19;verdadeiro
Descubra em qual momento se deve usar a máscara;verdadeiro
MP apura se asilos de SP estão isolando infectados por coronavírus após mortes de 2 idosos pela doença;verdadeiro
Lindoia registra 1º caso confirmado do novo coronavírus;verdadeiro
Coronavírus: quantos casos e mortes por covid-19 há em sua cidade?;verdadeiro
Sorocaba (SP) autoriza prescrição de tratamento ineficaz contra a covid-19;verdadeiro
Coronavírus: Campinas confirma mais 64 casos e chega a 561 pacientes diagnosticados;verdadeiro
Vacina da Moderna gera ao menos três meses de imunidade, segundo estudo;verdadeiro
Governo facilita importação de medicamentos e seringas usados no combate ao novo coronavírus;verdadeiro
Mais de R$ 2 bilhões em emendas para o combate ao coronavírus estão parados há mais de um mês;verdadeiro
Crivella anuncia que uso de máscaras será obrigatório e defende isolamento social;verdadeiro
Rio Preto confirma a quinta morte por coronavírus;verdadeiro
Protocolo italiano contra covid-19 não tem relação com 'tratamento precoce';verdadeiro
'As crianças estão menos doentes do que antes': as doenças infecciosas comuns que 'sumiram' com a pandemia;verdadeiro
Estudo com hidroxicloroquina não constata melhora de pacientes hospitalizados com Covid-19;verdadeiro
Seis idosos curados da Covid-19 recebem alta em um único dia da Santa Casa de Serrana, SP;verdadeiro
Família Bolsonaro se une para atacar isolamento e Eduardo critica Doria;verdadeiro
Ivermectina: de tratamento para gado ao Nobel, a história do remédio sem eficácia comprovada contra Covid-19;verdadeiro
Jundiaí confirma 20ª morte por coronavírus;verdadeiro
Bolsonaro critica Paes por fechamento de praias: 'Hipocrisia';verdadeiro
"Potencial de vacinas contra covid-19 é ""fenomenal"", diz diretor da OMS";verdadeiro
Indonésia começa vacinação contra a covid-19 com uso da CoronaVac;verdadeiro
Senado negocia novos recursos para Pronampe;verdadeiro
Brasil registra 826 mortes em 24 horas, média móvel é de 769 na última semana;verdadeiro
Senado aprova projeto que permite restringir exportação de itens de combate ao coronavírus;verdadeiro
Prefeito de Duque de Caxias recebe oxigênio no hospital em tratamento contra o novo coronavírus;verdadeiro
Polo de Confecções de PE cria loja virtual e vende máscaras pela internet para enfrentar pandemia;verdadeiro
Bolsonaro critica CPI da Covid e diz que pretende ser último a tomar vacina;verdadeiro
Para economistas, governo tem de focar nas vacinas;verdadeiro
Mais da metade de pacientes internados com sintomas de coronavírus em SP ainda aguarda confirmação de teste;verdadeiro
Vacina contra coronavírus: Pfizer anuncia que testes indicaram 90% de proteção;verdadeiro
Como será o verão do coronavírus?;verdadeiro
OMS alerta para prejuízos no fechamento prolongado de escolas durante a pandemia;verdadeiro
Curado da Covid-19, idoso de 77 anos é aplaudido ao deixar Santa Casa de Avaré: ‘Me senti amado’;verdadeiro
Coronavírus: Campinas registra mais duas mortes e total de casos confirmados chega a 152;verdadeiro
Coronavírus: 24 idosos morrem em casa de repouso com foco de covid-19 no Reino Unido;verdadeiro
Jorge Aragão recebe alta e está em casa após internação por covid-19;verdadeiro
Familiares têm dificuldades para obter informações de pacientes com Covid-19 internados no RJ;verdadeiro
RS tem queda de internações por covid, mas mantém mortes em alta;verdadeiro
Monte Mor registra segundo caso positivo de coronavírus, paciente está em estado grave;verdadeiro
Trump liga para presidente do Chile e oferece ajuda para enfrentar pandemia de Covid-19;verdadeiro
1º lotes da vacina da Pfizer serão entregues em 15 de dezembro nos EUA;verdadeiro
YouTube irá remover vídeos que recomendem cloroquina ou ivermectina para tratar Covid-19;verdadeiro
'Tem que deixar de ser um país de maricas', diz Bolsonaro sobre medo do coronavírus;verdadeiro
Lasier Martins recebe alta de hospital após internação por covid-19;verdadeiro
Secretários de Saúde do Nordeste dizem que Bolsonaro 'desfaz todo o esforço' para combater coronavírus;verdadeiro
Pronunciamento de Bolsonaro foi 'equivocado', e brasileiros devem seguir normas da OMS, diz Maia;verdadeiro
Coronavírus: raio X do isolamento social na região de Campinas mostra 3 cidades abaixo de 50%;verdadeiro
Espanha supera os 3 milhões de casos registrados de coronavírus;verdadeiro
Índia ultrapassa o Brasil e se torna o segundo país com mais casos de coronavírus;verdadeiro
O que deve acontecer no dia da posse de Joe Biden como presidente dos EUA?;verdadeiro
Morre em Maceió paciente com suspeita de coronavírus;verdadeiro
Presidente de Madagascar oferece fitoterápico como 'cura e prevenção' para Covid-19, OMS reitera que não há medicamento, ainda;verdadeiro
Banco dos Brics libera US$ 1 bilhão ao Brasil para combate ao coronavírus;verdadeiro
Europa vai avaliar pedido de autorização de vacina da Pfizer/BioNTech até dia 29;verdadeiro
O país que rechaça a vacina contra covid e diz que não há coronavírus;verdadeiro
Atacado por Obama e Biden, Trump se mostra otimista a poucos dias das eleições;verdadeiro
Uso da Sputnik V em outros países não responde perguntas da Anvisa, diz gerente da agência;verdadeiro
Antibiótico não apresenta benefícios no tratamento de pacientes graves com Covid, diz estudo brasileiro;verdadeiro
Recuperados da covid-19, mas ainda não saudáveis;verdadeiro
Idosa de 110 anos se recupera da covid-19 e recebe alta de hospital em SP;verdadeiro
Vacinas contra covid-19: Pfizer e Moderna pedem liberação para uso na União Europeia;verdadeiro
Micronésia, no Oceano Pacífico, registra 1º caso de coronavírus;verdadeiro
Fala de Bolsonaro pró-vacina reduziu tuítes contra imunização, diz estudo;verdadeiro
As conclusões do estudo sobre a vacina russa contra o coronavírus;verdadeiro
SES confirma que 1439 pessoas estão curadas da Covid-19 no Maranhão;verdadeiro
BRT fecha estações e para de rodar nas madrugadas;verdadeiro
Vacina FC;verdadeiro
Vacinas protegem contra variante brasileira do coronavírus, diz estudo;verdadeiro
Coronavírus: 8 dicas para se adaptar melhor ao trabalho em casa durante pandemia;verdadeiro
Europa Oriental se junta ao bloqueio por nova onda de coronavírus;verdadeiro
Rainha Elizabeth receberá Biden antes da cúpula do G7 em junho;verdadeiro
O Assunto #426: A fábula do tratamento precoce;verdadeiro
Rio de Janeiro registra 822 novos casos de covid-19 em 24 horas;verdadeiro
Coronavírus: por que a covid-19 mata tanto?;verdadeiro
Alemanha supera marca de 400 mil casos do novo coronavírus;verdadeiro
Sobe para 29 o número de casos de novo coronavírus no ES;verdadeiro
Brasil registra 1.279 mortes por covid-19 nas últimas 24 horas;verdadeiro
Chanceler venezuelano critica Bolsonaro por fala sobre oxigênio no AM;verdadeiro
Biden recebe hoje segunda dose de vacina contra covid-19;verdadeiro
Joe Biden eleito nos EUA: quais são suas propostas em 8 temas cruciais;verdadeiro
Como medidas de isolamento contra coronavírus aumentaram popularidade do presidente da Argentina;verdadeiro
Contra 'caos', Doria cobra imparcialidade da Anvisa em aprovação da Coronavac;verdadeiro
Eleições americanas: o que muda nos EUA numa Presidência de Joe Biden;verdadeiro
EUA prometem doar 60 milhões de vacinas da AstraZeneca nos próximos meses;verdadeiro
Como higienizar o celular pra combater o coronavírus;verdadeiro
Rússia pede aprovação de uso emergencial de vacina contra Covid-19 à OMS;verdadeiro
Descubra quais são os cuidados que pessoas com doenças crônicas precisam ter durante pandemia do novo coronavírus;verdadeiro
Descubra os cuidados com as compras em delivery pra combater o coronavírus;verdadeiro
Paciente internado em estado grave com Covid-19 recebe alta e deixa hospital com aplausos, vídeo;verdadeiro
As lutas e os dramas de uma médica que voltou ao Brasil para combater a pandemia;verdadeiro
Biden diz que Trump não enfrenta Putin e acusa Rússia de interferência;verdadeiro
China acusa EUA de espalhar teorias conspiratórias sobre origem da pandemia;verdadeiro
Valinhos confirma mais um paciente infectado pelo novo coronavírus, total sobe para 13;verdadeiro
