title;rating
Zé Paulo volta a desequilibrar, Timão bate Paraná e faz semifinal contra Flu;verdadeiro
Na estreia de Seedorf, Kaká tem boa atuação, Balo marca, e Milan vence;verdadeiro
Esquiva reencontra algoz: 'Comentou que quem merecia o ouro era eu';verdadeiro
Mastroianni comemora o retorno da bola branca: 'Gol fica mais bonito';verdadeiro
Nas alturas: Evo Morales ergue Taça da Copa e defende jogos na altitude;verdadeiro
Holandês não aceita derrota, faz gesto obsceno e é desclassificado;verdadeiro
Popó chega ao Rio para reforçar treinos de Aldo e Barão para UFC 169;verdadeiro
Valdiram se defende de acusação de furto e garante: 'Não uso mais drogas';verdadeiro
Ano novo, velha rotina: Bayern bate 3º lugar após pausa de inverno e dispara;verdadeiro
Dana: 'Se eu tivesse a grana de Justin Bieber aos 19 anos, já estaria morto';verdadeiro
Com campanha perfeita, Santos bate Corinthians e conquista a Copa SP;verdadeiro
Renato e Walter fazem dupla, mas perdem o rachão para Fred ;verdadeiro
Chuva forte derruba peça da cobertura da Arena Palmeiras;verdadeiro
Sem dar chance para bela Cibulkova, Na Li conquista o Aberto da Austrália;verdadeiro
Johnson diz que já teria demitido John Lineker se fosse chefe do UFC;verdadeiro
Coelho rouba a cena e aparece dentro do gol em jogo do Paranaense;verdadeiro
Schwarzenegger, Ecclestone e Lauda veem austríaco vencer em Kitzbuhel;verdadeiro
Napão faz bom primeiro round, cansa e perde para Stipe Miocic em Chicago;verdadeiro
Alex Caceres fatura cerca de R$ 240 mil por Finalização e Luta da Noite;verdadeiro
Felipe reconhece ter falhado em gol olímpico: 'Foi desatenção minha' ;verdadeiro
Curtinhas: Ellenberger é escalado novamente para enfrentar Saffiedine;verdadeiro
Mãe de Lais Souza consegue visto e viaja para os EUA nesta quarta-feira;verdadeiro
Sestário diz que Lusa pediu que ele assumisse a culpa no caso Héverton;verdadeiro
Camisa poluída, salário atrasado e 18 reforços: saiba mais do rival do Bota;verdadeiro
Dirigente da CBB nega doação à Fiba:'Concorremos com a nossa camisa';verdadeiro
Renato não fecha grupo e apela por reforços: 'Pedi que abra o cofre';verdadeiro
José Aldo promete continuar jogando chutes mesmo após lesão de Spider;verdadeiro
Neymar treina no campo e pode voltar a jogar antes do previsto inicialmente;verdadeiro
Real Madrid apresenta projeto do novo Bernabéu: 'Símbolo Mundial';verdadeiro
Joanna Maranhão anuncia fim de carreira e faz desabafo: 'Gritei sozinha';verdadeiro
Justiça de SP concede outras duas liminares contra CBF e estipula multa;verdadeiro
Hernanes começa a treinar no Inter, mas fica fora de clássico de domingo;verdadeiro
Poliana Okimoto supera correnteza forte e fatura primeiro ouro em 2014;verdadeiro
Arouca fala em 'grupo fechado', mas quer chance na Seleção: 'Sonho';verdadeiro
No primeiro jogo em casa no ano, Galo derrota o Nacional, de virada;verdadeiro
Diego marca na reestreia, e Atlético assume liderança isolada na Espanha;verdadeiro
Dono da RBR poupa a equipe e culpa os motores por fracasso em testes;verdadeiro
Noriega elogia Geuvânio, mas diz que Santos não merecia placar elástico;verdadeiro
Sinuca, fliperamas e bicicletas: Vila dos atletas tem diversão e mobilidade;verdadeiro
Judoca brasileira tieta lenda francesa e vira 'anã' perto do 'gigante' Riner;verdadeiro
Seleção respeita, mas não se assusta com o 'grupo da morte' no Mundial ;verdadeiro
Companhias de boxe e MMA se unem em estudo sobre traumas na cabeça;verdadeiro
Com sua maior delegação, Brasil tem direito a casa própria na Vila Olímpica;verdadeiro
Pelé demonstra preocupação com Fred e 'retruca' Maradona: ‘Me ama’;verdadeiro
Torcida canta o nome de Juninho, Lyon vence e pega o PSG em final;verdadeiro
Com gol do meio-campo, brasileiro leva enquete dos gols internacionais;verdadeiro
Rússia grandiosa, mas com falhas, é apresentada na cerimônia de abertura;verdadeiro
Pacotão do São Paulo: aplausos para Luis Fabiano e protestos contra Pato;verdadeiro
CBF divulga tabela do Brasileiro 2014 sem a presença da Portuguesa;verdadeiro
Para especialistas, liminares podem interromper Brasileirão de 2014;verdadeiro
Operário morre após sofrer acidente grave na Arena da Amazônia;verdadeiro
Julio César acerta com o Toronto F.C. e vai atuar na Major League Soccer;verdadeiro
Osasco e Sesi-SP vencem e conhecem rivais das semifinais do Sul-Americano;verdadeiro
Força que vem do lado: laterais vivem boa fase e podem decidir o Fla-Flu;verdadeiro
Larissa Riquelme promete surpresa na Copa e dá dicas a novas musas;verdadeiro
CR7 pede para deixarem Balotelli em paz: 'Julguem pelo que faz em campo';verdadeiro
Adolescente emociona com 'A Lista de Schindler', e Rússia leva primeiro ouro;verdadeiro
United abusa dos cruzamentos, sofre empate aos 49 e vê Moyes balançar;verdadeiro
Clezar fica a uma vitória da chave principal do ATP de Buenos Aires;verdadeiro
Emanuel e Pedro brilham e superam ex-parceiros em final emocionante;verdadeiro
Mário Gobbi se irrita sobre possível demissão de Mano, técnico brinca;verdadeiro
Pato assina acordo com o Corinthians, e São Paulo confirma contratação;verdadeiro
Com saltos simples, Josi realiza sonho e dedica a Laís: 'Estava ali a meu lado';verdadeiro
Sem a tradicional encarada, Esquiva e rival tem clima tranquilo na pesagem;verdadeiro
Conmebol não está sendo honesta', diz Roberto Carlos após ato racista;verdadeiro
Artilheira das decisões garante tetra do Canadá com virada espetacular;verdadeiro
Balotelli divide opiniões em Roma, torcedores pedem Totti na seleção;verdadeiro
Mesmo cheia de 'pequenininhos', Cigano elogia NU: 'Não falta treino';verdadeiro
Tacada de golfista atinge cinegrafista, que cai com as costas sobre cactus;verdadeiro
Sara McMann sente pressão e ignora favoritismo de Ronda Rousey;verdadeiro
Bellucci perde para Ferrer no Rio em partida manchada por queda de luz;verdadeiro
Canadá aumenta a freguesia dos EUA e faz a final do hóquei contra a Suécia;verdadeiro
Bale revela ambição por títulos e coloca Real no topo: 'Somos o maior';verdadeiro
Ronda não desiste de desafio contra Cris Cyborg: 'Ainda quero essa luta';verdadeiro
Por consulta na prova, turma se veste de Mengo e faz alegria de professor;verdadeiro
Jogando em casa, argentinos vencem pelos grupos de Botafogo e Grêmio;verdadeiro
Com Mendes e Swanson na fila, Aldo brinca: 'Bota os dois na mesma noite';verdadeiro
Arouca é chamado de 'macaco' após goleada do Santos: 'Bom nem ouvir';verdadeiro
Com gol no fim, Atlético-PR vence o Maringá de virada e conquista vaga;verdadeiro
Rio de Janeiro usa regulamento e traz reforços para o playoff da Superliga;verdadeiro
Messi diz que costuma vomitar até em casa: 'Acontece muitas vezes';verdadeiro
Esportivo envia à polícia nomes de 2 suspeitos de racismo contra árbitro;verdadeiro
Vitória é acionado na Justiça por apropriação indébita de R$ 1,5 milhão;verdadeiro
Episódio das bananas não foi primeiro ato de racismo contra árbitro gaúcho;verdadeiro
Patrocínio? Time feminino de futebol americano pede dinheiro no semáforo;verdadeiro
Pato se diz ansioso pela estreia e minimiza polêmica com Corinthians;verdadeiro
Pelé reencontra Just Fontaine e pede para França 'deixar' Brasil ganhar;verdadeiro
Seedorf pede raça contra o Atlético: 'Vem antes da técnica e da tática';verdadeiro
LeBron lidera, trio funciona e Miami Heat derruba os Wizards pela NBA;verdadeiro
Arnaldo elogia Seneme na Conmebol e cobra punição exemplar por racismo;verdadeiro
Contra a crise, Barça e City definem vaga em duelo de 'criador e criatura';verdadeiro
Bahia divulga dados do Caso Jabá, e MGF rebate: 'Virou uma quitanda';verdadeiro
Depois de classificação, Simeone decreta 'noite para se lembrar';verdadeiro
Ex-Botafogo, Escalada faz dois, e Emelec bate León pelo grupo do Fla;verdadeiro
Fim da lua de mel? Jornal afirma que Seedorf barrará Balotelli no domingo;verdadeiro
Lais aparece em foto pela 1ª vez após acidente e diz: 'Continuem torcendo';verdadeiro
Federação de vôlei do Rio cobrataxa de R$ 3 mil a atleta de 13 anos;verdadeiro
Aryane Steinkopf causa alvoroço no público da nona edição do Coliseu EF;verdadeiro
Globo lança enciclopédia virtual sobre Copas do Mundo em app para iPad;verdadeiro
Fla pesquisa mídia negativa e calcula em reais danos de R10 à sua imagem ;verdadeiro
Botafogo apresenta cantor de pagode como reforço para o seu time de fut 7;verdadeiro
Nuzman, Duda, Ceni, Túlio Maravilha e mais no 'Frases da Semana'. Vote!;verdadeiro
Colunista compara Edílson a Felipe Mello e vê Bota fraco na Libertadores;verdadeiro
Vilaron questiona as explicações de Mano: 'Falou, falou e não disse nada';verdadeiro
Meia da Argélia elogia Bélgica, mas avisa: 'Objetivo é passar de fase';verdadeiro
Cartaz do UFC 173 tem Weidman e Lyoto Machida de 'caras pintadas';verdadeiro
Bayern evolui com Guardiola e pode ser campeão e recordista sábado;verdadeiro
Após velório em São Paulo, corpo de Bellini chega a Itapira sob aplausos;verdadeiro
Thiago Silva leva susto, e Motta dávitória ao PSG após belo lance de Ibra;verdadeiro
Podendo igualar marca de Federer, Djokovic vence na estreia em Miami;verdadeiro
Dilma: 'Bellini é icone da força dos brasileiros em superar adversidades';verdadeiro
Adriano Imperador estaria se relacionando com atleta em Curitiba;verdadeiro
Revanche histórica entre Shogun e Dan Henderson esquenta UFC Natal;verdadeiro
Esposa de Thiago Silva mostra acessório que zagueiro usará: 'Zorro';verdadeiro
Goleiro do Botafogo sub-17 levacotovelada e é levado para hospital;verdadeiro
Inesquecível: o dia que Suárez, Loco Abreu e Uruguai calaram a África;verdadeiro
Palmeirenses são agredidos após clássico na Vila Belmiro, em Santos;verdadeiro
Galã Caio Castro vive judoca no filme 'A Grande Vitória', confira o trailer;verdadeiro
Adversário do Fla na Libertadores sofre com insultos racistas no México;verdadeiro
Golpes de Dan Henderson deixam Maurício Shogun com o nariz torto;verdadeiro
Neymar será astro de lojas oficiais da CBF com produtos da Seleção;verdadeiro
Falcao realizará exame para saberse terá condições de jogar a Copa;verdadeiro
Jornalista alemão defende matéria da Fifa sobre brasileiros: 'A verdade dói';verdadeiro
O que é Crossfit? Exercício da moda não é indicado para todas pessoas;verdadeiro
Neymar faz dois, Barça bate o Celta, mas vive drama com lesão de Valdés;verdadeiro
Preocupada com lateral, Itália pede documentação de Jonathan ao Inter;verdadeiro
Campeãs mundiais voltam à infância e se divertem no Projeto Tamar ;verdadeiro
Nico faz piada com bike enfeitada de Lewis, que não deixa barato e dá troco;verdadeiro
Weidman vai aproveitar luta adiada para operar também o joelho direito;verdadeiro
Jornais exaltam atuação de Neymar: 'Apaixonante, mágico, desequilibrante';verdadeiro
Koba está preocupado com novos bicos da F-1: 'Podem ser perigosos';verdadeiro
Eu quero surpreender', diz ganesa de 12 anos que joga Mundial Sub-17;verdadeiro
Titulares do Bota perdem jogo-treino para time da Segunda Divisão do Rio;verdadeiro
Inesquecível: Zidane perde a cabeça e ‘encontra’ o peito de Materazzi ;verdadeiro
Em busca do tri do Rainha da Praia, Talita espera adaptação com ex-rivais ;verdadeiro
Massa mira top 5 no classificatório, e diz não se espantar com RBR e Ferrari ;verdadeiro
Parreira vê a seleção brasileira tão comprometida quanto em 1970 e 94;verdadeiro
À espera de liberação da Justiça, goleiro Bruno pede: 'Me deixem jogar';verdadeiro
José Mourinho critica o Real Madrid, e Carlo Ancelotti devolve alfinetada;verdadeiro
Bruxa solta: Berdych também desiste e Nadal pega Djoko na final em Miami;verdadeiro
UFC anuncia luta entre campeões do TUF: Diego Sanchez x Ross Pearson;verdadeiro
Diego Costa tem média de gols superior a Neymar na temporada;verdadeiro
Talita conta com ajuda de ex-parceira e dá show para levar o tri do 'Rainha';verdadeiro
André Loffredo elogia o Penapolense, mas coloca o Santos como favorito;verdadeiro
Comentarista atribui sucesso dos garotos do Atlético-PR a Petkovic;verdadeiro
Temores, desafios e fome de vitória: confira a última entrevista de Senna;verdadeiro
Empresa cogita atualizar figurinhas de arenas inacabadas após fim das obras;verdadeiro
Desfalcada de Bernardinho e estrelas, seleção inicia treinos em Saquarema;verdadeiro
Durinho traça estratégia para chegar ao UFC e ser rival de Massaranduba;verdadeiro
Cadeiras, sujeira e retoques finais: Arena Pantanal a um dia da abertura;verdadeiro
Empresa instala proteção em Arena, trabalhos voltam nos próximos dias ;verdadeiro
Contratado com 1 ano e oito meses,bebê é aposta de clube na Bélgica;verdadeiro
Dana descarta anúncios no Dia da Mentira: 'Completa perda de tempo';verdadeiro
PSG confirma ausência de Ibra para confronto de volta contra o Chelsea;verdadeiro
Hoje no Mixto, Paulo Almeida admite: 'Coração é santista, não sei como será';verdadeiro
Por transferências ilegais, Fifa proíbe Barça de contratar por uma temporada;verdadeiro
No Bahrein, Williams terá estreia do ex-engenheiro de Massa na Ferrari ;verdadeiro
Irmão de Zico lembra perseguição sofrida na época da ditadura militar;verdadeiro
Williams pede desculpas a Massa e Bottas: 'Aprendemos com os erros';verdadeiro
Amanda Nunes troca de card e agora encara Sarah Kaufman no Canadá;verdadeiro
No Acre, advogado adere ao ciclismo e emagrece 60kg em 10 meses;verdadeiro
Ferguson vira palestrante de Harvard, e 1º curso, de 3 dias, custa R$ 18 mil;verdadeiro
Na telinha: veja a lista das partidas com transmissão no fim de semana;verdadeiro
Raio-X do NBB: Fla na liderança e surpresas nos quesitos individuais;verdadeiro
Bellator 115 perde duas lutas de GPs na véspera do evento desta sexta;verdadeiro
Tata Martino explica entrada tardia de Neymar contra o Bétis: 'Para preservar';verdadeiro
Presidente da CBF dá de ombros para liminar da Lusa: 'Tabela será cumprida';verdadeiro
Kaká aparece como transferênciamais desastrosa da história em lista;verdadeiro
Hernanes dá assistência, Icardi marca dois, mas Inter empata com Bologna;verdadeiro
Veja os resultados deste domingo em 28 campeonatos estaduais pelo Brasil;verdadeiro
Inter levanta taça, faz volta olímpica e ovaciona Índio após reabrir Beira-Rio;verdadeiro
Torcedor morre após sofrer ataque cardíaco no estádio antes de clássico;verdadeiro
Goleiro da Bélgica fratura a tíbia e está fora da Copa do Mundo;verdadeiro
Com Ricardo, Alison bate Emanuel e conquista o tetra do Rei da Praia;verdadeiro
Schumacher faz contato visual e responde vozes, diz mídia europeia;verdadeiro
Neymar sobre experiência no Barça: 'Parece que estou no videogame';verdadeiro
Tottenham se recupera de lambança da defesa, vira e goleia o Sunderland;verdadeiro
Vélez bate Universitario e tira chance do Grêmio de ter melhor campanha;verdadeiro
Mihajlovic desequilibra, e Rio surpreende o Campinas fora de casa;verdadeiro
Mourinho mexe, reservas marcam, Chelsea vence PSG e vai à semifinal;verdadeiro
Jamaicana é punida por doping e leva gancho de 18 meses;verdadeiro
Jogadores do Palmeiras brigam com torcida do São José, confira vídeo;verdadeiro
Suspensão da Associação Uruguaia de Futebol não tira seleção da Copa;verdadeiro
Copa Davis: Nadal declara vontade de defender a Espanha contra o Brasil;verdadeiro
Centros de Atendimento ao Turista só devem ser concluídos após a Copa;verdadeiro
Após o tri: atraso, confusão e muitafesta na chegada do Sport ao Recife ;verdadeiro
Não teve malícia', diz assistente sobre comentário de técnico no Catarinense;verdadeiro
Jogador parte do campo de defesa e faz golaço 'maradoniano' na Espanha;verdadeiro
Roy Nelson 'apaga' Minotauro com nocautaço no UFC em Abu Dhabi;verdadeiro
Dupla tenta invadir quarto de Schumi na França e é impedida por segurança;verdadeiro
Queridinha da Fifa, Fernanda Lima aposta no hexa e destaca David Luiz;verdadeiro
Roy Nelson sobre Minotauro: 'Vencer uma lenda assim é algo bem especial';verdadeiro
Thales Leites muda estilo e nocauteia Trevor Smith em apenas 45 segundos;verdadeiro
Antes de decisão contra o Barcelona, Real goleia o Almería e ultrapassa rival;verdadeiro
Em 'jogo para cinco sets', Cruzeiro e Sesi-SP duelam por título da Superliga;verdadeiro
Esquiva domina Publio Pena e fatura a sua segunda vitória como profissional;verdadeiro
Intocável, Márquez bate o próprio recorde e conquista a pole em Austin;verdadeiro
Tito Ortiz vai enfrentar Shlemenko pelos meio-pesados do Bellator 120;verdadeiro
Indignado', Dinamite desabafa após gol irregular: 'Sempre contra o Vasco';verdadeiro
Diego Costa volta, perde pênalti, sai machucado, e Atlético vence o Getafe;verdadeiro
Após castigo de Esquiva, rival fica com rosto inchado e diz: 'Suportaria mais';verdadeiro
Vasco anuncia medidas e vai pedir a anulação da partida final do Carioca;verdadeiro
Nos EUA, Magnano se encontra com Faverani para falar sobre a seleção;verdadeiro
Edson Barboza e o sonhado cinturão dos leves: 'Posso sentir o cheiro dele';verdadeiro
Nadador com leucemia precisará de transplante e campanha ganha a rede;verdadeiro
Santiago admite que ainda sente dor no punho, mas quer voltar a lutar logo;verdadeiro
Sem CR7, Bale brilha, Real vence o Barça e é campeão da Copa do Rei;verdadeiro
Guia turístico da Copa tem erros e traz locais fechados na região de Sorocaba;verdadeiro
"Browne vê desrespeito de Werdum e diz: ""Se ele acha que sou o mesmo...""";verdadeiro
